id,cliente,servicio,categoria,nombre,link,estado,fecha,observacion
DOC-001,Ritual Medicina Estética,Ecosistema digital,Material cliente,Carpeta de materiales de marca,https://drive.google.com/,Activo,2026-08-01,Repositorio base de referencias y recursos.
