id,cliente,servicio,mes,objetivo,descripcion,responsable_am,responsable_cliente,prioridad,estado,avance,proxima_accion,fecha_limite,comentarios
OBJ-001,Ritual Medicina Estética,Ecosistema digital,2026-08,Ordenar calendario de contenidos mensual,"Definir temas, piezas y prioridades del mes.",AM Consultora,Leyla,Alta,En curso,40,Validar calendario preliminar,2026-08-05,
